,House Cost,Income,State_Minimum_Wage,Multiplied_Income,Multiplied_Wage,Income_Percentage,Minimum_Wage_Yearly,clusters,cluster
0,137250.036361,44480.0,5.85,3.085657292288669,11.279588787064432,32.40800598624768,12168.0,0,pink
1,114877.18181166668,39590.0,6.25,2.901671680011788,8.836706293205129,34.46289278309866,13000.0,0,pink
2,201922.8181714285,46910.0,6.9,4.304472781313761,14.069315647396078,23.231648817507256,14352.0,2,dark purple
3,336043.1818111111,57010.0,8.0,5.894460301896354,20.19490275307158,16.965081598365877,16640.0,1,purple
4,230399.3522875,60940.0,7.02,3.780757339801444,15.779048343161024,26.449727134630585,14601.6,2,dark purple
5,269690.0,64680.0,7.65,4.169604205318491,16.94884364002011,23.983091697875334,15912.0,2,dark purple
6,210382.95455,50700.0,7.15,4.149565178500986,14.146244926707908,24.098910536000933,14872.0,2,dark purple
7,191100.05928260868,44860.0,6.79,4.259921071837019,13.530932032585298,23.47461333523644,14123.2,2,dark purple
8,135955.6039035714,46230.0,5.15,2.9408523448750032,12.691897302424517,34.00374730620838,10712.0,0,pink
9,395057.27273333335,61520.0,7.25,6.421607164065887,26.197431878868255,15.57242563194792,15080.0,1,purple
10,133111.36364999998,50140.0,7.25,2.6547938502193853,8.82701350464191,37.66770816940692,15080.0,0,pink
11,155434.90906666665,47420.0,5.85,3.277834438352312,12.774072079772075,30.507947207445767,12168.0,0,pink
12,109965.42207928572,53250.0,7.75,2.0650783489067743,6.821676307647998,48.42431283681741,16120.0,0,pink
13,105640.19835,46520.0,5.85,2.2708555105331043,8.681804598126233,44.03626718483911,12168.0,0,pink
14,116103.0,47880.0,2.65,2.424874686716792,21.06367924528302,41.23924446396734,5512.0,0,pink
15,121147.94805,41150.0,5.85,2.9440570607533414,9.956274494575938,33.96673295945271,12168.0,0,pink
16,134191.431825,39560.0,5.85,3.39209888334176,11.028224180226823,29.4802726686682,12168.0,0,pink
17,253549.27274,60320.0,8.0,4.203403062665783,15.23733610216346,23.790247689589965,16640.0,2,dark purple
18,196141.4545375,63710.0,6.15,3.078660407118192,15.333134344707627,32.48165980528067,12792.0,2,dark purple
19,161086.03033333333,47230.0,7.0,3.410671825816924,11.063600984432234,29.319736728422413,14560.0,0,pink
20,116241.72158875,49790.0,7.15,2.334639919436634,7.8161458841278915,42.8331577677001,14872.0,0,pink
21,150778.67534285714,54930.0,5.25,2.744924000416114,13.807571002093145,36.43088114091341,10920.0,0,pink
22,121736.62337111113,46040.0,6.65,2.6441490740901634,8.801086131514685,37.8193502703358,13832.0,0,pink
23,129805.2273,36450.0,5.85,3.5611859341563785,10.667753722879684,28.08053324059007,12168.0,0,pink
24,196231.52275,42900.0,4.0,4.574161369463869,23.58551956129808,21.861930947075628,8320.0,2,dark purple
25,162501.8181665,42930.0,6.15,3.785274124539949,12.703394165611318,26.418165953081065,12792.0,0,pink
26,142256.63635000002,49630.0,5.85,2.866343670159178,11.691045064924394,34.88765183361514,12168.0,0,pink
27,129142.04545,50730.0,5.85,2.5456740676128526,10.613251598454964,39.28232654456535,12168.0,0,pink
28,214881.81816666664,66180.0,6.5,3.2469298604815147,15.89362560404339,30.79832466266153,13520.0,2,dark purple
29,253393.1818,65310.0,7.15,3.879852730056653,17.038272041420118,25.77417416524978,14872.0,2,dark purple
30,183217.8182,42100.0,6.5,4.351967178147269,13.55161377218935,22.978114472492937,13520.0,0,pink
31,253648.4091,54740.0,6.33,4.633693991596639,19.26482630787459,21.58105394558929,13166.4,2,dark purple
32,140712.36364642857,50460.0,7.15,2.788592224463507,9.461562913288637,35.86038830730758,14872.0,0,pink
33,105116.91735545456,46930.0,7.0,2.239866127326967,7.219568499687813,44.64552536420513,14560.0,0,pink
34,100026.81818,46110.0,2.0,2.1693085703751898,24.044908216346155,46.09763745261221,4160.0,0,pink
35,223785.2121333333,51730.0,7.95,4.326023818545009,13.533213118851796,23.11591525948497,16536.0,2,dark purple
36,140053.10100722223,51400.0,7.15,2.7247685020860355,9.41723379553673,36.700365525893936,14872.0,0,pink
37,239126.1818,53240.0,7.4,4.491475991735537,15.53574465956341,22.26439597673533,15392.0,2,dark purple
38,161191.02727,42160.0,5.85,3.823316586100569,13.247125844017091,26.15530201279795,12168.0,0,pink
39,129680.5455,51600.0,5.85,2.51318886627907,10.657507026627218,39.79008555296369,12168.0,0,pink
40,113160.494320625,39700.0,5.85,2.8503902851542824,9.299843385981674,35.08291496811193,12168.0,0,pink
41,130594.64334846154,46490.0,5.85,2.8090910593345138,10.732630123969557,35.59870359762935,12168.0,0,pink
42,237227.2727333333,62540.0,5.85,3.793208710158831,19.49599545803199,26.362904770355428,12168.0,2,dark purple
43,212142.2841,61990.0,5.85,3.4222017115663816,17.43444149408284,29.22095435287152,12168.0,2,dark purple
44,218314.5757555556,56630.0,8.07,3.855104639865012,13.006063277783074,25.939633120698264,16785.600000000002,2,dark purple
45,143507.16042352942,51200.0,6.5,2.802874227022059,10.614434942568744,35.677662249670746,13520.0,0,pink
46,94840.81818,37990.0,6.55,2.496467969992103,6.961304916324134,40.05659243459724,13624.0,0,pink
47,169667.45455,53340.0,5.15,3.180867164416948,15.839008079723676,31.43796796001381,10712.0,0,pink
48,137360.766667,39980.0,6.55,3.435737035192596,10.082264141735171,29.10583638261312,13624.0,0,pink
49,116049.72222666668,36540.0,6.25,3.17596393614304,8.926901709743591,31.486503628703726,13000.0,0,pink
50,180134.9642714286,45740.0,7.25,3.938237085077144,11.945289407919669,25.39207209716302,15080.0,0,pink
51,274605.09876296297,56130.0,8.0,4.892305340512435,16.502710262197294,20.440261398223704,16640.0,2,dark purple
52,268239.39814444445,55930.0,7.28,4.795984232870453,17.71445729504203,20.8507774722497,15142.4,2,dark purple
53,248907.75,64850.0,8.0,3.838207401696222,14.9583984375,26.05382917968605,16640.0,2,dark purple
54,205079.625,52110.0,7.15,3.935513816925734,13.789646651425498,25.40964271804184,14872.0,2,dark purple
55,160446.02173913043,45630.0,7.21,3.516239792661197,10.698683835160196,28.43947111022168,14996.8,0,pink
56,132787.26785714284,43340.0,5.15,3.0638502043641638,12.3961228395391,32.63867138724978,10712.0,0,pink
57,380432.859825,55650.0,7.25,6.83616998787062,25.227643224469496,14.62807393283512,15080.0,1,purple
58,129820.8788,50720.0,7.25,2.5595599132492115,8.608811591511937,39.069216345498965,15080.0,0,pink
59,143441.66666666666,46780.0,6.55,3.0663032635029213,10.528601487570953,32.612560274211354,13624.0,0,pink
60,118551.92261714286,52870.0,8.0,2.242328780350725,7.124514580357143,44.59649310854355,16640.0,0,pink
61,100157.97784923078,44310.0,6.55,2.260392187976321,7.351583811599441,44.24011042505318,13624.0,0,pink
62,116554.1667,44720.0,2.65,2.606309631037567,21.14553096879536,38.368426686199285,5512.0,0,pink
63,121228.61905714286,42660.0,6.55,2.8417397809925657,8.898166401728043,35.189710426291,13624.0,0,pink
64,140320.3541625,45430.0,6.55,3.0887156980519483,10.299497516331474,32.37591600388147,13624.0,0,pink
65,234418.75,59370.0,8.0,3.948437763180057,14.087665264423077,25.326472391820197,16640.0,2,dark purple
66,189065.833325,64190.0,6.55,2.9454094613646986,13.877409962199062,33.951136951148015,13624.0,2,dark purple
67,143922.020825,47500.0,7.25,3.0299372805263163,9.543900585212205,33.00398349586612,15080.0,0,pink
68,106628.2509782353,45990.0,7.4,2.3185094798485606,6.927511108253333,43.131158560771446,15392.0,0,pink
69,141231.04761428572,56090.0,5.25,2.517936309757278,12.933246118524334,39.7150633288416,10920.0,0,pink
70,121268.46591,48770.0,7.05,2.4865381568587246,8.269808095335515,40.21655558518808,14664.0,0,pink
71,130341.6667,35080.0,6.55,3.7155549230330673,9.567063028479154,26.91388017980593,13624.0,0,pink
72,187220.77085,40440.0,4.0,4.629593740108803,22.50249649639423,21.600167447446445,8320.0,0,pink
73,158803.416668,41910.0,6.55,3.789153344500119,11.656152133587783,26.391119838194992,13624.0,0,pink
74,144089.58335,50080.0,6.55,2.8771881659345047,10.576158496036406,34.75615574399535,13624.0,0,pink
75,127745.45835,49600.0,6.55,2.575513273185484,9.376501640487374,38.82721205172301,13624.0,0,pink
76,188063.125,64130.0,7.25,2.932529627319507,12.47102950928382,34.10025224243189,15080.0,2,dark purple
77,237196.5625,64780.0,7.15,3.661570893794381,15.949204041151155,27.310682464042877,14872.0,2,dark purple
78,178808.33335,43540.0,7.5,4.10676006775379,11.462072650641026,24.35009553764738,15600.0,0,pink
79,196084.84090000004,51430.0,6.55,3.812654888197551,14.392604293893132,26.22844262919255,13624.0,2,dark purple
80,141926.17777066666,50220.0,7.15,2.826088764848002,9.5431803234714,35.38459274310104,14872.0,0,pink
81,99753.65639,45880.0,7.3,2.174229651046208,6.569655979320338,45.993301559419656,15184.0,0,pink
82,102571.666666,45880.0,2.0,2.235650973539669,24.656650640865383,44.72970118482836,4160.0,0,pink
83,196091.56945,49100.0,8.4,3.993718318737271,11.223189643429489,25.0393222603686,17472.0,2,dark purple
84,137560.20370722222,48170.0,7.15,2.855723556305215,9.249610254654533,35.017395076357374,14872.0,0,pink
85,211375.0,51630.0,7.4,4.094034476079798,13.732783264033264,24.425783560023653,15392.0,2,dark purple
86,157401.85833,41100.0,6.55,3.829728913138686,11.553277916177333,26.111508743328827,13624.0,0,pink
87,129680.5455,45830.0,6.55,2.829599509055204,9.518536810041104,35.34069032737065,13624.0,0,pink
88,113543.61319235292,40520.0,6.55,2.8021622209366464,8.334087873778106,35.68672764654366,13624.0,0,pink
89,130899.41667461538,47480.0,6.55,2.7569380091536515,9.608001811113873,36.27212496906989,13624.0,0,pink
90,220055.4583333333,58490.0,6.55,3.762274890294637,16.15204479839499,26.579663346228443,13624.0,2,dark purple
91,201066.208325,60500.0,6.55,3.323408402066116,14.758236077877276,30.08959113716852,13624.0,2,dark purple
92,210677.6759333333,60390.0,8.55,3.4886185781310366,11.846473005698003,28.664641249939443,17784.0,2,dark purple
93,137628.59804117648,51240.0,6.5,2.685960149125224,10.179630032631396,37.23063427898157,13520.0,0,pink
94,89833.33333,40490.0,7.25,2.218654811805384,5.957117594827586,45.07235621688581,15080.0,0,pink
95,169919.5,52470.0,5.15,3.238412426148275,15.862537341299475,30.87932815244866,10712.0,0,pink
96,135487.333343,40930.0,7.25,3.31022070224774,8.984571176591512,30.20946607339413,15080.0,0,pink
97,118584.02779999998,38590.0,6.25,3.0729211661052083,9.121848292307693,32.542325232100104,13000.0,0,pink
98,162125.11175,46900.0,7.25,3.4568254104477614,10.751002105437667,28.928276128081063,15080.0,0,pink
99,267269.9396586207,54280.0,8.0,4.923911931809519,16.061895412176725,20.30905535778955,16640.0,2,dark purple
100,280636.60834,60230.0,7.24,4.659415712103603,18.635558883606038,21.46191844188392,15059.2,2,dark purple
101,258195.25002,66000.0,8.25,3.9120492427272726,15.04634324125874,25.562050423037448,17160.0,2,dark purple
102,203927.20835,55210.0,7.25,3.693664342510415,13.523024426392572,27.073385864844063,15080.0,2,dark purple
103,148791.27899260868,44070.0,7.25,3.376248672398654,9.866795689165032,29.61867140223266,15080.0,0,pink
104,129218.95001333332,44120.0,5.15,2.928806663946812,12.063008776450086,34.14359890360317,10712.0,0,pink
105,377184.3125,59540.0,7.25,6.334973337252268,25.01222231432361,15.785386090255276,15080.0,1,purple
106,118771.1647725,49020.0,7.25,2.4229123780599755,7.876071934515915,41.27264399056393,15080.0,0,pink
107,131297.36113333332,47050.0,7.25,2.7905921601133543,8.706721560565871,35.834688217549484,15080.0,0,pink
108,112260.289904,50730.0,8.25,2.2128974946579936,6.541974936130536,45.18962140876532,17160.0,0,pink
109,104092.93589461538,46140.0,7.25,2.2560237515087858,6.902714581871046,44.32577446630245,15080.0,0,pink
110,118070.1667,46050.0,7.25,2.5639558458197613,7.829586651193634,39.00223171278033,15080.0,0,pink
111,123041.64285714286,41100.0,7.25,2.9937139381299964,8.159260136415309,33.403325122795245,15080.0,0,pink
112,140192.7291875,39300.0,7.25,3.5672450174936383,9.296600078746684,28.03283752857,15080.0,0,pink
113,245230.83334,60930.0,8.0,4.02479621434433,14.737429888221154,24.845978448200952,16640.0,2,dark purple
114,183440.1041675,64200.0,7.25,2.857322494820872,12.1644631410809,34.99779957679194,15080.0,0,pink
115,146730.81247499998,47930.0,7.5,3.061356404652618,9.4058213125,32.66525904923093,15600.0,0,pink
116,104835.79670833336,46280.0,7.4,2.265250577103141,6.811057478452012,44.145226585874,15392.0,0,pink
117,134156.90556666665,52320.0,5.25,2.5641610391182463,12.285430912698413,38.99911061529412,10920.0,0,pink
118,119413.908337,45820.0,7.25,2.606152517175906,7.918694186803713,38.37073975561591,15080.0,0,pink
119,122513.9167,38160.0,7.25,3.2105324082809226,8.1242650331565,31.147481876236515,15080.0,0,pink
120,186467.5,41280.0,4.0,4.5171390503875966,22.411959134615383,22.13790606942229,8320.0,0,pink
121,150910.4617947826,43830.0,7.25,3.443086055094287,10.007325052704417,29.043712065239557,15080.0,0,pink
122,151024.91665,51010.0,7.25,2.960692347578906,10.014914897214856,33.775883563780134,15080.0,0,pink
123,129883.33335,52500.0,7.25,2.4739682542857144,8.612953139920425,40.420890537608,15080.0,0,pink
124,188572.916675,66630.0,7.25,2.8301503328080444,12.50483532327586,35.333812073785175,15080.0,2,dark purple
125,239692.270825,62970.0,7.25,3.8064518155470863,15.89471291942971,26.271185042080297,15080.0,2,dark purple
126,176131.04165,45130.0,7.5,3.902748540881897,11.290451387820513,25.622967750159788,15600.0,0,pink
127,173205.01666,51200.0,6.55,3.382910481640625,12.713227881679389,29.560344721715055,13624.0,0,pink
128,145095.253698,49780.0,7.25,2.914729885456006,9.621701173607429,34.30849647474456,15080.0,0,pink
129,99854.18333733334,45890.0,7.3,2.175946466274425,6.576276563312259,45.9570129825925,15184.0,0,pink
130,106461.249994,43100.0,2.0,2.47009860774942,25.59164663317308,40.48421374202262,4160.0,0,pink
131,189562.61805,50600.0,8.4,3.7462967994071135,10.849508816964285,26.69302656848382,17472.0,2,dark purple
132,137581.82407055554,48310.0,7.25,2.847895344039651,9.123463134652225,35.11364987807211,15080.0,0,pink
133,213631.3333,51620.0,7.4,4.138538033707865,13.87937456470894,24.16312214253264,15392.0,2,dark purple
134,161436.09166,41700.0,7.25,3.871369104556355,10.705311118037136,25.83065507298345,15080.0,0,pink
135,143054.1667,45350.0,7.25,3.154446895259096,9.486350576923076,31.70127864580403,15080.0,0,pink
136,114240.01469941175,38590.0,7.25,2.960352803819947,7.57559779173818,33.77975755827586,15080.0,0,pink
137,130445.50270214288,47270.0,7.25,2.7595833023512357,8.65023227467791,36.23735507994901,15080.0,0,pink
138,213898.6389,56700.0,7.25,3.772462767195767,14.184259874005305,26.50788256137894,15080.0,2,dark purple
139,203735.625,60370.0,7.25,3.3747825906907405,13.510319960212202,29.63153842142237,15080.0,2,dark purple
140,209117.15740000003,56160.0,8.55,3.723596107549858,11.758724550157446,26.8557590865569,17784.0,2,dark purple
141,134585.69444444444,50350.0,7.25,2.673002868807238,8.924780798703212,37.41110837064778,15080.0,0,pink
142,93985.16667,42780.0,7.25,2.1969417173913044,6.232438108090186,45.51782107298784,15080.0,0,pink
143,168092.0833,52200.0,5.15,3.2201548524904213,15.691942055638537,31.05440718872928,10712.0,0,pink
144,132609.175004,42590.0,7.25,3.113622329279173,8.793711870291776,32.116933084543604,15080.0,0,pink
145,118323.00001666666,41300.0,6.25,2.8649636807909604,9.101769232051282,34.90445644057588,13000.0,0,pink
146,147805.12542222222,48620.0,7.35,3.040006693176105,9.66804849700564,32.89466441783491,15288.0,0,pink
147,246635.45555666665,53370.0,8.0,4.621237690775092,14.821842281049678,21.639224530610026,16640.0,2,dark purple
148,272027.6666666667,58630.0,7.36,4.639735061686282,17.769365767837236,21.552954785236302,15308.8,2,dark purple
149,243652.68332,65420.0,8.25,3.724437225924794,14.19887431934732,26.849694043418754,17160.0,2,dark purple
150,189007.08335,54660.0,7.25,3.457868337907062,12.5336262168435,28.91955107247572,15080.0,2,dark purple
151,140227.64130478262,45110.0,7.25,3.108571077472459,9.29891520588744,32.1691212804144,15080.0,0,pink
152,117698.39432764704,45970.0,5.15,2.560330527031696,10.98752747644203,39.05745720882937,10712.0,0,pink
153,358858.145825,59050.0,7.25,6.077191292548688,23.796959272214856,16.454969933661808,15080.0,1,purple
154,122641.666675,50220.0,7.25,2.4420881456591,8.132736516909814,40.94856288367544,15080.0,0,pink
155,119189.72223333332,47460.0,7.25,2.511372149880601,7.903827734305923,39.81886953901051,15080.0,0,pink
156,104271.52123764704,50640.0,8.25,2.059074274045163,6.076428976552858,48.56551376534106,17160.0,0,pink
157,100186.83333142856,44450.0,7.25,2.253922009705929,6.643689212959453,44.36710745508318,15080.0,0,pink
158,118016.6667,46150.0,7.25,2.557240881906825,7.826038905835544,39.10464622536234,15080.0,0,pink
159,121225.638875,39860.0,7.25,3.0412854710235826,8.038835469164457,32.88083310585893,15080.0,0,pink
160,141761.84375,40660.0,7.25,3.4865185378750616,9.40065276856764,28.68190686889257,15080.0,0,pink
161,236666.05,63310.0,8.0,3.7382096035381456,14.22271935096154,26.750773928072917,16640.0,2,dark purple
162,175476.458325,68880.0,7.25,2.547567629573171,11.63636991545093,39.25312868602997,15080.0,0,pink
163,144125.416675,49690.0,7.5,2.900491380056349,9.238808761217948,34.47691680368216,15600.0,0,pink
164,101441.89583449998,48880.0,7.4,2.0753252011968084,6.590559760557431,48.18521932964122,15392.0,0,pink
165,129558.32574818184,57820.0,5.25,2.240718190041194,11.864315544705295,44.62854831296816,10920.0,0,pink
166,115899.22045,45770.0,7.25,2.5322093172383657,7.685624698275862,39.491206086019886,15080.0,0,pink
167,113260.416665,41090.0,7.25,2.7563985559746897,7.510637709880636,36.27922376582403,15080.0,0,pink
168,182503.3125,40280.0,4.0,4.530866745283019,21.935494290865385,22.07083227598951,8320.0,0,pink
169,145325.79155384615,45210.0,7.25,3.214461215524135,9.636988829830647,31.1094125252012,15080.0,0,pink
170,153889.5833,56360.0,7.25,2.7304752182398864,10.20487952917772,36.62366145350398,15080.0,0,pink
171,129060.25,55620.0,7.25,2.320392844300611,8.55837201591512,43.09615082877959,15080.0,0,pink
172,179248.95835,65880.0,7.25,2.7208402906800244,11.886535699602122,36.75335165483264,15080.0,0,pink
173,232161.750025,62340.0,7.25,3.724121752085338,15.395341513594165,26.851968506132906,15080.0,2,dark purple
174,165845.83335,41980.0,7.5,3.9505915519294894,10.63114316346154,25.312664871963158,15600.0,0,pink
175,145747.40278333332,47040.0,7.25,3.098371657808957,9.664947134173298,32.27501766870537,15080.0,0,pink
176,142486.322908125,50640.0,7.25,2.8137109579013626,9.448695153058686,35.54025324427286,15080.0,0,pink
177,98290.40510736842,44650.0,7.4,2.201352857947781,6.385811142630485,45.42661102192647,15392.0,0,pink
178,102757.31945,48460.0,2.0,2.1204564475856373,24.70127871394231,47.15965758875195,4160.0,0,pink
179,166992.22024285715,51530.0,8.5,3.2406796088270355,9.445261325953458,30.85772494374876,17680.0,0,pink
180,131105.0549215,49910.0,7.25,2.626829391334402,8.693969159250663,38.0687075947483,15080.0,0,pink
181,202187.5,49030.0,7.4,4.123750764837855,13.135882276507276,24.249768160741887,15392.0,2,dark purple
182,153677.77499,40080.0,7.25,3.834275823103793,10.190833885278517,26.080544179279048,15080.0,0,pink
183,137664.8333,47220.0,7.25,2.915392488352393,9.128967725464191,34.30069892802464,15080.0,0,pink
184,111950.57870944444,42280.0,7.25,2.647837717820351,7.423778429008252,37.76666497609909,15080.0,0,pink
185,132539.68021941176,49050.0,7.25,2.7021341533009533,8.789103462825715,37.00778507900469,15080.0,0,pink
186,196456.80556666665,55490.0,7.25,3.5404001724034355,13.02763962643678,28.24539462501325,15080.0,2,dark purple
187,197140.9895875,62620.0,7.25,3.1482112677658893,13.07300991959549,31.764069020362932,15080.0,2,dark purple
188,199282.62963333333,56850.0,8.67,3.505411251245969,11.050629360379144,28.527323281813462,18033.6,2,dark purple
189,125265.01852444444,52060.0,7.25,2.406166318179878,8.30669884114353,41.55988688082213,15080.0,0,pink
190,92366.66667,41820.0,7.25,2.2086720868005743,6.12511052188329,45.27607361799797,15080.0,0,pink
191,165967.0833,54510.0,5.15,3.0447089212988443,15.493566402165795,32.84386211780828,10712.0,0,pink
192,140877.35834,43460.0,7.25,3.241540688909342,9.341999889920425,30.84952792421874,15080.0,0,pink
193,122112.20237142856,39020.0,6.25,3.1294772519587024,9.393246336263736,31.95421853199642,13000.0,0,pink
194,150105.9537111111,47040.0,7.65,3.191027927532124,9.433506392100998,31.337864246565207,15912.0,0,pink
195,252492.79444,57020.0,8.0,4.428144413188355,15.173845819711538,22.58282266092536,16640.0,2,dark purple
196,259196.2613642857,57260.0,7.64,4.526654931265904,16.310678952142425,22.09136802306122,15891.2,2,dark purple
197,239069.99998,64250.0,8.25,3.7209338518287938,13.93181818065268,26.874973859277617,17160.0,2,dark purple
198,190256.16665,48970.0,7.25,3.88515757913008,12.616456674403183,25.738981743538663,15080.0,2,dark purple
199,141325.63888333333,46070.0,7.67,3.067628367339556,8.858542202595862,32.598472834806394,15953.6,0,pink
200,120859.4901982353,48120.0,5.15,2.511626978350692,11.282626045391645,39.81482953558132,10712.0,0,pink
201,365012.97915,56260.0,7.25,6.4879662131176685,24.205104718169764,15.413150549060417,15080.0,1,purple
202,124318.75,53440.0,7.25,2.3263239146706587,8.243948938992043,42.98627519983913,15080.0,0,pink
203,133340.92805,47920.0,7.25,2.782573623747913,8.842236608090184,35.93795296072263,15080.0,0,pink
204,107180.6715682353,51740.0,8.25,2.071524382841811,6.245959881598793,48.27362923086402,17160.0,0,pink
205,104806.43452642857,46160.0,7.25,2.270503347626269,6.9500288147499045,44.04309736188959,15080.0,0,pink
206,119895.8333,50000.0,7.25,2.397916666,7.950652075596817,41.7028670837054,15080.0,0,pink
207,121920.1458375,41090.0,7.25,2.96714884004624,8.084890307526525,33.70238750761206,15080.0,0,pink
208,145216.46875,39090.0,7.25,3.714926291890509,9.629739307029178,26.918434483692128,15080.0,0,pink
209,235907.45,63660.0,8.0,3.705740653471568,14.177130408653849,26.985158798503395,16640.0,2,dark purple
210,178056.87501750002,71840.0,7.25,2.478519975187918,11.807485080736075,40.34665889364807,15080.0,0,pink
211,148530.47915,49160.0,7.5,3.0213685750610253,9.521184560897437,33.097583931142935,15600.0,0,pink
212,104606.64393636365,50020.0,7.4,2.0912963601831995,6.79616969441032,47.81723045280866,15392.0,0,pink
213,133395.79546636363,61800.0,5.25,2.158508017255075,12.215732185564436,46.32829676823146,10920.0,0,pink
214,121585.391664,49760.0,7.25,2.443436327652733,8.062691754907162,40.92596924596933,15080.0,0,pink
215,116989.58335,36640.0,7.25,3.1929471438318777,7.757929930371353,31.31902768675003,15080.0,0,pink
216,185285.9375,45090.0,4.0,4.109246784209359,22.269944411057693,24.33536004317651,8320.0,0,pink
217,147863.15327964287,41550.0,7.25,3.558679982662885,9.805248891223002,28.100306992249447,15080.0,0,pink
218,160575.0,55770.0,7.25,2.8792361484669176,10.648209549071618,34.73143390938814,15080.0,0,pink
219,132725.0,52200.0,7.25,2.542624521072797,8.801392572944296,39.32944057261255,15080.0,0,pink
220,176597.916675,67820.0,7.25,2.6039209182394574,11.710737180039787,38.40362405000042,15080.0,0,pink
221,228819.374975,66690.0,7.25,3.431089743214875,15.173698605769232,29.14525922784568,15080.0,2,dark purple
222,165757.66665,43420.0,7.5,3.8175418390142792,10.625491451923075,26.194866806180396,15600.0,0,pink
223,145303.02777166668,47330.0,7.25,3.069998473941827,9.63547929520336,32.57330609405863,15080.0,0,pink
224,140708.11979625002,47680.0,7.25,2.951093116532089,9.33077717481764,33.885748789083536,15080.0,0,pink
225,100190.8166785,44380.0,7.7,2.2575668471946826,6.255670372034216,44.29547684236366,16016.0,0,pink
226,108327.73609333334,48410.0,2.0,2.237714027955657,26.040321176282053,44.68846275739647,4160.0,0,pink
227,171547.55706,51780.0,8.8,3.3130080544611817,9.372134891826922,30.18404976871199,18304.0,0,pink
228,132702.7375085,51900.0,7.25,2.556892822899808,8.799916280404508,39.10996937548154,15080.0,0,pink
229,196072.5,56070.0,7.4,3.496923488496522,12.738597972972974,28.596565046092643,15392.0,2,dark purple
230,153789.80833,44400.0,7.25,3.463734421846847,10.198263151856764,28.870573727959336,15080.0,0,pink
231,151623.0644,49420.0,7.25,3.068050675839741,10.054579867374006,32.59398574719744,15080.0,0,pink
232,113541.85185944445,43000.0,7.25,2.640508182777778,7.529300521183319,37.87149786250667,15080.0,0,pink
233,135880.591665,51930.0,7.25,2.6166106617562104,9.010649314655174,38.21737848185723,15080.0,0,pink
234,207521.8610833333,58340.0,7.25,3.557111091589532,13.761396623563217,28.11270084773033,15080.0,2,dark purple
235,200740.947925,64630.0,7.25,3.1060025982515858,13.311733947281166,32.19572322840021,15080.0,2,dark purple
236,195305.12963333333,62190.0,9.04,3.1404587495310072,10.386802758750283,31.842481616717272,18803.2,2,dark purple
237,127056.25925888888,53080.0,7.25,2.3936748164824584,8.425481383215443,41.77676905460012,15080.0,0,pink
238,101287.5,43550.0,7.25,2.3257749712973594,6.716677718832892,42.99642107861286,15080.0,0,pink
239,176419.5833,57510.0,5.15,3.0676331646670145,16.46934123412995,32.598421855585464,10712.0,0,pink
240,149135.32224,47320.0,7.25,3.1516340287404905,9.88961022811671,31.729572370420083,15080.0,0,pink
241,119430.20835375,39380.0,6.25,3.032763035900204,9.186939104134616,32.97323226914014,13000.0,0,pink
242,160833.32408888888,52610.0,7.8,3.0570865631797925,9.913296603111988,32.71088270918511,16224.0,0,pink
